1999	11.763810
2000	13.248752
2001	15.288850
2002	18.324694
2003	21.922681
2004	25.080279
2005	29.604013
2006	34.557791
2007	40.340130
2008	47.516660
2009	61.022452
2010	72.585179
2011	85.159090
2012	97.414880
2013	110.652498
2014	122.837481
2015	139.227811
2016	155.006667
2017	169.023532
2018	182.674422
2019	198.648882
2020	218.679589
2021	238.289956
2022	266.432084
2023	292.271333
2024	313.532230
